Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Lop-Holland,Species_Rabbit Sh,Species_Species_Kitten
2025-11-01,80,52.0,50.0,12.27,30.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,10.57,11.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,7.13,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,7.13,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,7.13,15.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,7.13,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,6.83,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,5.27,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,5.27,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,4.53,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,4.03,15.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,3.53,77.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,3.47,39.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,3.37,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,3.37,6.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,2.67,3.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,2.57,7.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2025-11-01,80,52.0,50.0,2.07,2.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,2.07,2.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,2.07,2.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,2.07,27.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,2.0,97.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.97,3.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,1.97,3.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,1.93,12.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,1.53,67.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,1.3,49.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.27,37.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.17,60.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.17,36.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.1,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,1.03,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,1.03,29.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.9,96.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.87,65.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.87,17.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.77,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,0.77,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-11-01,80,52.0,50.0,0.77,2.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.73,2.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.73,36.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.73,66.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.73,2.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.6,12.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.6,25.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.57,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.57,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.53,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.53,24.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.53,12.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.53,5.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.5,25.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-11-01,80,52.0,50.0,0.5,8.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-11-01,80,52.0,50.0,0.5,106.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2025-11-01,80,52.0,50.0,0.47,60.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
