Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-20,75,58.0,0.0,15.57,27.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-20,75,58.0,0.0,10.87,29.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,9.17,10.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,6.37,42.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-20,75,58.0,0.0,6.37,6.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-20,75,58.0,0.0,6.37,6.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-20,75,58.0,0.0,5.73,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,5.73,14.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,5.73,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,5.43,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,5.43,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,5.43,5.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,3.87,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,3.87,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,3.63,75.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,2.77,50.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,2.63,14.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-20,75,58.0,0.0,2.13,75.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,2.07,37.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,1.83,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-09-20,75,58.0,0.0,1.7,65.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,1.47,61.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,1.4,6.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,1.4,6.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,1.13,25.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-09-20,75,58.0,0.0,1.03,4.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-09-20,75,58.0,0.0,1.03,26.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
