Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-11-14,90,55.0,0.0,2.5,2.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,2.43,3.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,2.43,3.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,2.43,97.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,2.4,3.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,2.4,3.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,2.37,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,2.3,2.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.97,67.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,1.73,49.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.7,37.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.67,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,1.63,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.63,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.63,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.6,61.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.6,37.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.57,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.57,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.57,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.53,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-14,90,55.0,0.0,1.47,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.33,97.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,1.2,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-14,90,55.0,0.0,1.2,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-14,90,55.0,0.0,1.17,3.25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,1.0,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,1.0,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.97,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.97,5.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.97,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.93,107.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.93,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.83,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.83,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.83,3.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.8,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-14,90,55.0,0.0,0.77,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.77,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-11-14,90,55.0,0.0,0.67,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.63,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.6,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.6,72.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.53,50.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.53,12.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.53,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.43,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.43,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.4,25.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,48.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,48.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,12.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.4,51.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.37,36.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.33,0.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-11-14,90,55.0,0.0,0.3,24.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-11-14,90,55.0,0.0,0.27,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.27,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.27,18.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.27,6.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.23,1.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-11-14,90,55.0,0.0,0.2,8.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.2,26.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-14,90,55.0,0.0,0.2,48.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
