Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-08-05,52,62.0,0.0,9.33,27.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,7.63,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,7.13,50.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,4.97,44.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,3.5,16.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,3.47,61.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,2.73,14.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-08-05,52,62.0,0.0,2.43,46.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,2.33,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,2.33,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,2.3,17.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,2.07,54.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,1.9,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,1.83,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,1.7,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,1.7,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,1.37,3.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,1.23,49.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,1.17,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,1.1,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,1.1,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,1.03,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.9,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.87,60.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.83,72.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.67,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.67,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.6,74.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.57,38.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-08-05,52,62.0,0.0,0.53,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.5,8.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.47,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.43,60.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.4,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.4,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.37,46.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.37,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.37,36.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.37,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.33,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-08-05,52,62.0,0.0,0.3,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-08-05,52,62.0,0.0,0.27,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.2,96.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.17,63.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.13,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.13,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.13,12.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2025-08-05,52,62.0,0.0,0.07,72.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.07,6.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.03,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.03,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-08-05,52,62.0,0.0,0.03,0.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
