Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Bird,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-09-21,66,61.0,0.0,15.6,27.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-09-21,66,61.0,0.0,10.9,29.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,9.2,10.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,6.4,42.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-09-21,66,61.0,0.0,6.4,6.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-09-21,66,61.0,0.0,6.4,6.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-09-21,66,61.0,0.0,5.77,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,5.77,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,5.77,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,5.47,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,5.47,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,5.47,5.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,3.9,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-09-21,66,61.0,0.0,3.9,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
