Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Rabbit Sh,Species_Species_Kitten
2025-04-18,37,52.0,50.0,6.43,150.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-04-18,37,52.0,50.0,6.03,41.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-04-18,37,52.0,50.0,5.93,6.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-04-18,37,52.0,50.0,5.7,24.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-04-18,37,52.0,50.0,5.33,53.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,4.0,5.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-04-18,37,52.0,50.0,3.93,15.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-04-18,37,52.0,50.0,3.93,15.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2025-04-18,37,52.0,50.0,3.5,46.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.93,85.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.67,19.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.57,37.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.37,2.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-04-18,37,52.0,50.0,1.37,2.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-04-18,37,52.0,50.0,1.37,2.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-04-18,37,52.0,50.0,1.37,2.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-04-18,37,52.0,50.0,1.33,41.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.27,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.17,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,1.0,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.97,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.77,92.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.73,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.67,120.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-04-18,37,52.0,50.0,0.67,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.47,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.47,48.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.43,25.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.37,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.27,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.2,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.2,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.17,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2025-04-18,37,52.0,50.0,0.13,24.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-04-18,37,52.0,50.0,0.1,72.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.1,15.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-04-18,37,52.0,50.0,0.07,24.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
