Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Lop-Mini,Species_Rabbit Sh,Species_Species_Kitten
2025-07-20,72,61.0,0.0,8.8,27.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,7.1,8.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,6.6,49.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,4.43,44.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,3.57,51.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,2.97,15.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,2.93,70.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,2.37,26.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,2.3,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,2.3,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,2.3,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.9,45.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.8,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,1.8,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.8,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,1.8,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.77,17.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.57,73.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.53,54.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.43,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.43,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.43,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,1.37,73.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.3,73.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,1.27,30.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.8,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.77,24.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.77,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.63,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.63,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.63,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.63,27.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.63,15.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.57,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,0.57,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2025-07-20,72,61.0,0.0,0.53,120.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.5,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.5,36.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.43,3.5,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.37,10.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.37,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.33,48.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.33,6.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.33,36.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.3,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2025-07-20,72,61.0,0.0,0.3,36.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.27,30.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.27,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.23,18.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.23,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.2,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.2,25.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.2,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.2,48.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.2,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.17,122.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.17,24.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-07-20,72,61.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,13.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2025-07-20,72,61.0,0.0,0.1,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2025-07-20,72,61.0,0.0,0.1,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
