Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Lionhead,Species_Rabbit Sh,Species_Species_Kitten
2025-08-15,46,64.0,50.0,0.47,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-15,46,64.0,50.0,0.43,24.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.4,24.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.37,36.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.33,60.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.33,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-15,46,64.0,50.0,0.3,156.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-15,46,64.0,50.0,0.3,96.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.3,36.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.27,25.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.27,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.27,60.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-15,46,64.0,50.0,0.27,60.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.27,48.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-15,46,64.0,50.0,0.23,18.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.23,12.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.23,24.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.23,24.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.23,12.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-15,46,64.0,50.0,0.2,48.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-15,46,64.0,50.0,0.2,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-15,46,64.0,50.0,0.2,5.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2025-08-15,46,64.0,50.0,0.2,36.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-15,46,64.0,50.0,0.1,12.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2025-08-15,46,64.0,50.0,0.1,8.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-15,46,64.0,50.0,0.03,2.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
