Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Lop-Holland,Species_Rabbit Sh,Species_Species_Kitten
2025-11-02,84,50.0,50.0,12.3,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,10.6,11.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,7.17,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,7.17,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,7.17,16.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,7.17,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,6.87,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,5.3,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,5.3,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,4.57,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,4.07,15.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,3.57,77.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,3.5,39.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,3.4,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,3.4,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,2.7,3.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.6,7.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-11-02,84,50.0,50.0,2.1,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.1,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.1,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.1,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.1,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.1,27.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,2.03,97.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,2.0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,2.0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,1.97,12.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,1.57,67.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
